rep_population,regime,type,sex,regimetype,fly,size_mm
RP2,cCwt,0X,f,eCwtf,10,1
RP2,cCwt,0X,f,eCwtf,11,1.015873016
RP2,cCwt,0X,f,eCwtf,12,0.984126984
RP2,cCwt,0X,f,eCwtf,13,0.984126984
RP2,cCwt,0X,f,eCwtf,14,0.952380952
RP2,cCwt,0X,f,eCwtf,15,0.984126984
RP2,cCwt,0X,f,eCwtf,16,1.015873016
RP2,cCwt,0X,f,eCwtf,17,0.984126984
RP2,cCwt,0X,f,eCwtf,18,0.984126984
RP2,cCwt,0X,f,eCwtf,19,1
RP2,cCwt,0X,f,eCwtf,20,0.952380952
RP2,cCwt,0X,f,eCwtf,21,0.952380952
RP2,cCwt,0X,f,eCwtf,22,0.968253968
RP2,cCwt,0X,f,eCwtf,23,1.015873016
RP2,cCwt,0X,f,eCwtf,24,1.015873016
RP2,cCwt,0X,f,eCwtf,25,0.952380952
RP2,cCwt,0X,f,eCwtf,26,1
RP2,cCwt,0X,f,eCwtf,27,1
RP2,cCwt,0X,f,eCwtf,28,1.031746032
RP2,cCwt,0X,f,eCwtf,29,1.031746032
RP2,cCwt,0X,f,eCwtf,30,1.015873016
RP2,cCwt,0X,f,eCwtf,31,1
RP2,cCwt,0X,f,eCwtf,32,0.984126984
RP2,cCwt,0X,f,eCwtf,33,1
RP2,cCwt,0X,f,eCwtf,34,0.984126984
RP2,cCwt,0X,m,hCwtm,1,0.841269841
RP2,cCwt,0X,m,hCwtm,2,0.841269841
RP2,cCwt,0X,m,hCwtm,3,0.841269841
RP2,cCwt,0X,m,hCwtm,4,0.873015873
RP2,cCwt,0X,m,hCwtm,5,0.857142857
RP2,cCwt,0X,m,hCwtm,6,0.857142857
RP2,cCwt,0X,m,hCwtm,7,0.857142857
RP2,cCwt,0X,m,hCwtm,8,0.857142857
RP2,cCwt,0X,m,hCwtm,9,0.873015873
RP2,cCwt,0X,m,hCwtm,10,0.793650794
RP2,cCwt,0X,m,hCwtm,11,0.841269841
RP2,cCwt,0X,m,hCwtm,12,0.841269841
RP2,cCwt,0X,m,hCwtm,13,0.857142857
RP2,cCwt,0X,m,hCwtm,14,0.873015873
RP2,cCwt,0X,m,hCwtm,15,0.857142857
RP2,cCwt,0X,m,hCwtm,16,0.857142857
RP2,cCwt,0X,m,hCwtm,17,0.857142857
RP2,cCwt,0X,m,hCwtm,18,0.841269841
RP2,cCwt,0X,m,hCwtm,19,0.841269841
RP2,cCwt,0X,m,hCwtm,20,0.857142857
RP2,cCwt,0X,m,hCwtm,21,0.857142857
RP2,cCwt,0X,m,hCwtm,22,0.857142857
RP2,cCwt,0X,m,hCwtm,23,0.857142857
RP2,cCwt,0X,m,hCwtm,24,0.841269841
RP2,cCwt,0X,m,hCwtm,25,0.841269841
RP2,cCwt,0X,m,hCwtm,26,0.873015873
RP2,cCwt,0X,m,hCwtm,27,0.857142857
RP2,cCwt,0X,m,hCwtm,28,0.857142857
RP2,cCwt,0X,m,hCwtm,29,0.841269841
RP2,cCwt,0X,m,hCwtm,30,0.841269841
RP2,cCwt,0X,m,hCwtm,31,0.841269841
RP2,cCwt,0X,m,hCwtm,32,0.841269841
RP2,cCwt,0X,m,hCwtm,33,0.857142857
RP2,cCwt,0X,m,hCwtm,34,0.793650794
RP2,cCwt,0X,m,hCwtm,35,0.857142857
RP2,cCwt,0X,m,hCwtm,36,0.857142857
RP2,cCwt,0X,m,hCwtm,37,0.841269841
RP2,cCwt,0X,m,hCwtm,38,0.841269841
RP2,cCwt,0X,m,hCwtm,39,0.841269841
RP2,cCwt,0X,m,hCwtm,40,0.857142857
RP3,aFLX,2X,f,aFLX2X,1,1.031746032
RP3,aFLX,2X,f,aFLX2X,2,1.031746032
RP3,aFLX,2X,f,aFLX2X,3,1.031746032
RP3,aFLX,2X,f,aFLX2X,4,1.015873016
RP3,aFLX,2X,f,aFLX2X,5,1.015873016
RP3,aFLX,2X,f,aFLX2X,6,1.015873016
RP3,aFLX,2X,f,aFLX2X,7,1.031746032
RP3,aFLX,2X,f,aFLX2X,8,1.031746032
RP3,aFLX,2X,f,aFLX2X,9,1
RP3,aFLX,2X,f,aFLX2X,10,1.063492063
RP3,aFLX,2X,f,aFLX2X,11,1
RP3,aFLX,2X,f,aFLX2X,12,1.031746032
RP3,aFLX,2X,f,aFLX2X,13,1.031746032
RP3,aFLX,2X,f,aFLX2X,14,1.015873016
RP3,aFLX,2X,f,aFLX2X,15,1.031746032
RP3,aFLX,2X,f,aFLX2X,16,1.031746032
RP3,aFLX,2X,f,aFLX2X,17,1.031746032
RP3,aFLX,2X,f,aFLX2X,18,1.031746032
RP3,aFLX,2X,f,aFLX2X,19,1.031746032
RP3,aFLX,2X,f,aFLX2X,20,1.031746032
RP3,aFLX,2X,f,aFLX2X,21,1.031746032
RP3,aFLX,2X,f,aFLX2X,22,1.031746032
RP3,aFLX,2X,f,aFLX2X,23,1.015873016
RP3,aFLX,2X,f,aFLX2X,24,1.031746032
RP3,aFLX,2X,f,aFLX2X,25,1.063492063
RP3,aFLX,2X,f,aFLX2X,26,0.952380952
RP3,aFLX,2X,f,aFLX2X,27,1.031746032
RP3,aFLX,2X,f,aFLX2X,28,1.031746032
RP3,aFLX,2X,f,aFLX2X,29,0.952380952
RP3,aFLX,2X,f,aFLX2X,30,1.063492063
RP3,aFLX,2X,f,aFLX2X,31,1.031746032
RP3,aFLX,2X,f,aFLX2X,32,1.031746032
RP3,aFLX,2X,f,aFLX2X,33,1.031746032
RP3,aFLX,2X,f,aFLX2X,34,1.063492063
RP3,aFLX,2X,f,aFLX2X,35,1
RP3,aFLX,2X,f,aFLX2X,36,1.031746032
RP3,aFLX,1X,f,bFLX1X,1,1
RP3,aFLX,1X,f,bFLX1X,2,1
RP3,aFLX,1X,f,bFLX1X,3,1.031746032
RP3,aFLX,1X,f,bFLX1X,4,1.015873016
RP3,aFLX,1X,f,bFLX1X,5,1.031746032
RP3,aFLX,1X,f,bFLX1X,6,1.031746032
RP3,aFLX,1X,f,bFLX1X,7,1.015873016
RP3,aFLX,1X,f,bFLX1X,8,1.031746032
RP3,aFLX,1X,f,bFLX1X,9,1.031746032
RP3,aFLX,1X,f,bFLX1X,10,1.031746032
RP3,aFLX,1X,f,bFLX1X,11,0.984126984
RP3,aFLX,1X,f,bFLX1X,12,1.031746032
RP3,aFLX,1X,f,bFLX1X,13,1.031746032
RP3,aFLX,1X,f,bFLX1X,14,1.031746032
RP3,aFLX,1X,f,bFLX1X,15,1.031746032
RP3,aFLX,1X,f,bFLX1X,16,1.031746032
RP3,aFLX,1X,f,bFLX1X,17,1.031746032
RP3,aFLX,1X,f,bFLX1X,18,1.031746032
RP3,aFLX,1X,f,bFLX1X,19,1.031746032
RP3,aFLX,1X,f,bFLX1X,20,1.031746032
RP3,aFLX,1X,f,bFLX1X,21,1.031746032
RP3,aFLX,1X,f,bFLX1X,22,1.031746032
RP3,aFLX,1X,f,bFLX1X,23,1.031746032
RP3,aFLX,1X,f,bFLX1X,24,1
RP3,aFLX,1X,f,bFLX1X,25,1.031746032
RP3,aFLX,1X,f,bFLX1X,26,1.015873016
RP3,aFLX,1X,f,bFLX1X,27,1.015873016
RP3,aFLX,1X,f,bFLX1X,28,1.047619048
RP3,aFLX,1X,f,bFLX1X,29,1.031746032
RP3,aFLX,1X,f,bFLX1X,30,1.031746032
RP3,aFLX,1X,f,bFLX1X,31,1.015873016
RP3,aFLX,1X,f,bFLX1X,32,0.984126984
RP3,aFLX,1X,f,bFLX1X,33,1.031746032
RP3,aFLX,1X,m,fFLXm,1,0.873015873
RP3,aFLX,1X,m,fFLXm,2,0.873015873
RP3,aFLX,1X,m,fFLXm,3,0.873015873
RP3,aFLX,1X,m,fFLXm,4,0.793650794
RP3,aFLX,1X,m,fFLXm,5,0.873015873
RP3,aFLX,1X,m,fFLXm,6,0.873015873
RP3,aFLX,1X,m,fFLXm,7,0.793650794
RP3,aFLX,1X,m,fFLXm,8,0.873015873
RP3,aFLX,1X,m,fFLXm,9,0.873015873
RP3,aFLX,1X,m,fFLXm,10,0.873015873
RP3,aFLX,1X,m,fFLXm,11,0.873015873
RP3,aFLX,1X,m,fFLXm,12,0.873015873
RP3,aFLX,1X,m,fFLXm,13,0.873015873
RP3,aFLX,1X,m,fFLXm,14,0.873015873
RP3,aFLX,1X,m,fFLXm,15,0.873015873
RP3,aFLX,1X,m,fFLXm,16,0.873015873
RP3,aFLX,1X,m,fFLXm,17,0.873015873
RP3,aFLX,1X,m,fFLXm,18,0.873015873
RP3,aFLX,1X,m,fFLXm,19,0.793650794
RP3,aFLX,1X,m,fFLXm,20,0.873015873
RP3,aFLX,1X,m,fFLXm,21,0.873015873
RP3,aFLX,1X,m,fFLXm,22,0.873015873
RP3,aFLX,1X,m,fFLXm,23,0.873015873
RP3,aFLX,1X,m,fFLXm,24,0.873015873
RP3,aFLX,1X,m,fFLXm,25,0.873015873
RP3,aFLX,1X,m,fFLXm,26,0.873015873
RP3,aFLX,1X,m,fFLXm,27,0.873015873
RP3,aFLX,1X,m,fFLXm,28,0.873015873
RP3,aFLX,1X,m,fFLXm,29,0.873015873
RP3,aFLX,1X,m,fFLXm,30,0.873015873
RP3,aFLX,1X,m,fFLXm,31,0.873015873
RP3,aFLX,1X,m,fFLXm,32,0.873015873
RP3,aFLX,1X,m,fFLXm,33,0.857142857
RP3,aFLX,1X,m,fFLXm,34,0.873015873
RP3,aFLX,1X,m,fFLXm,35,0.841269841
RP3,aFLX,1X,m,fFLXm,36,0.873015873
RP3,bCFM,2X,f,cCFM2X,1,1.031746032
RP3,bCFM,2X,f,cCFM2X,2,0.984126984
RP3,bCFM,2X,f,cCFM2X,3,1.031746032
RP3,bCFM,2X,f,cCFM2X,4,1.015873016
RP3,bCFM,2X,f,cCFM2X,5,0.984126984
RP3,bCFM,2X,f,cCFM2X,6,1.031746032
RP3,bCFM,2X,f,cCFM2X,7,0.952380952
RP3,bCFM,2X,f,cCFM2X,8,1.015873016
RP3,bCFM,2X,f,cCFM2X,9,0.952380952
RP3,bCFM,2X,f,cCFM2X,10,1.031746032
RP3,bCFM,2X,f,cCFM2X,11,1.031746032
RP3,bCFM,2X,f,cCFM2X,12,1.015873016
RP3,bCFM,2X,f,cCFM2X,13,1.031746032
RP3,bCFM,2X,f,cCFM2X,14,1.031746032
RP3,bCFM,2X,f,cCFM2X,15,1.031746032
RP3,bCFM,2X,f,cCFM2X,16,0.952380952
RP3,bCFM,2X,f,cCFM2X,17,0.984126984
RP3,bCFM,2X,f,cCFM2X,18,1.031746032
RP3,bCFM,2X,f,cCFM2X,19,1.031746032
RP3,bCFM,2X,f,cCFM2X,20,1.031746032
RP3,bCFM,2X,f,cCFM2X,21,0.952380952
RP3,bCFM,2X,f,cCFM2X,22,0.984126984
RP3,bCFM,2X,f,cCFM2X,23,1.031746032
RP3,bCFM,2X,f,cCFM2X,24,1.031746032
RP3,bCFM,2X,f,cCFM2X,25,0.952380952
RP3,bCFM,2X,f,cCFM2X,26,1.031746032
RP3,bCFM,2X,f,cCFM2X,27,0.984126984
RP3,bCFM,2X,f,cCFM2X,28,1.031746032
RP3,bCFM,2X,f,cCFM2X,29,1.015873016
RP3,bCFM,2X,f,cCFM2X,30,1
RP3,bCFM,2X,f,cCFM2X,31,0.984126984
RP3,bCFM,2X,f,cCFM2X,32,0.984126984
RP3,bCFM,2X,f,cCFM2X,33,0.984126984
RP3,bCFM,1X,f,dCFM1X,1,0.952380952
RP3,bCFM,1X,f,dCFM1X,2,0.952380952
RP3,bCFM,1X,f,dCFM1X,3,0.952380952
RP3,bCFM,1X,f,dCFM1X,4,0.952380952
RP3,bCFM,1X,f,dCFM1X,5,0.952380952
RP3,bCFM,1X,f,dCFM1X,6,0.952380952
RP3,bCFM,1X,f,dCFM1X,7,0.984126984
RP3,bCFM,1X,f,dCFM1X,8,0.984126984
RP3,bCFM,1X,f,dCFM1X,9,1.031746032
RP3,bCFM,1X,f,dCFM1X,10,1.031746032
RP3,bCFM,1X,f,dCFM1X,11,0.968253968
RP3,bCFM,1X,f,dCFM1X,12,1
RP3,bCFM,1X,f,dCFM1X,13,0.984126984
RP3,bCFM,1X,f,dCFM1X,14,1.031746032
RP3,bCFM,1X,f,dCFM1X,15,0.984126984
RP3,bCFM,1X,f,dCFM1X,16,1.031746032
RP3,bCFM,1X,f,dCFM1X,17,0.952380952
RP3,bCFM,1X,f,dCFM1X,18,0.952380952
RP3,bCFM,1X,f,dCFM1X,19,1.015873016
RP3,bCFM,1X,f,dCFM1X,20,1
RP3,bCFM,1X,f,dCFM1X,21,0.952380952
RP3,bCFM,1X,f,dCFM1X,22,1
RP3,bCFM,1X,f,dCFM1X,23,0.984126984
RP3,bCFM,1X,f,dCFM1X,24,1.031746032
RP3,bCFM,1X,f,dCFM1X,25,1
RP3,bCFM,1X,f,dCFM1X,26,1.031746032
RP3,bCFM,1X,f,dCFM1X,27,1.015873016
RP3,bCFM,1X,f,dCFM1X,28,0.952380952
RP3,bCFM,1X,f,dCFM1X,29,1.031746032
RP3,bCFM,1X,f,dCFM1X,30,1
RP3,bCFM,1X,m,gCFMm,1,0.841269841
RP3,bCFM,1X,m,gCFMm,2,0.793650794
RP3,bCFM,1X,m,gCFMm,3,0.841269841
RP3,bCFM,1X,m,gCFMm,4,0.825396825
RP3,bCFM,1X,m,gCFMm,5,0.841269841
RP3,bCFM,1X,m,gCFMm,6,0.841269841
RP3,bCFM,1X,m,gCFMm,7,0.873015873
RP3,bCFM,1X,m,gCFMm,8,0.857142857
RP3,bCFM,1X,m,gCFMm,9,0.841269841
RP3,bCFM,1X,m,gCFMm,10,0.857142857
RP3,bCFM,1X,m,gCFMm,11,0.857142857
RP3,bCFM,1X,m,gCFMm,12,0.841269841
RP3,bCFM,1X,m,gCFMm,13,0.873015873
RP3,bCFM,1X,m,gCFMm,14,0.857142857
RP3,bCFM,1X,m,gCFMm,15,0.873015873
RP3,bCFM,1X,m,gCFMm,16,0.841269841
RP3,bCFM,1X,m,gCFMm,17,0.825396825
RP3,bCFM,1X,m,gCFMm,18,0.841269841
RP3,bCFM,1X,m,gCFMm,19,0.841269841
RP3,bCFM,1X,m,gCFMm,20,0.857142857
RP3,bCFM,1X,m,gCFMm,21,0.841269841
RP3,bCFM,1X,m,gCFMm,22,0.857142857
RP3,bCFM,1X,m,gCFMm,23,0.841269841
RP3,bCFM,1X,m,gCFMm,24,0.841269841
RP3,bCFM,1X,m,gCFMm,25,0.857142857
RP3,bCFM,1X,m,gCFMm,26,0.825396825
RP3,bCFM,1X,m,gCFMm,27,0.841269841
RP3,bCFM,1X,m,gCFMm,28,0.857142857
RP3,bCFM,1X,m,gCFMm,29,0.841269841
RP3,bCFM,1X,m,gCFMm,30,0.841269841
RP3,bCFM,1X,m,gCFMm,31,0.841269841
RP3,bCFM,1X,m,gCFMm,32,0.857142857
RP3,bCFM,1X,m,gCFMm,33,0.857142857
RP3,bCFM,1X,m,gCFMm,34,0.841269841
RP3,bCFM,1X,m,gCFMm,35,0.841269841
RP3,cCwt,0X,f,eCwtf,1,0.952380952
RP3,cCwt,0X,f,eCwtf,2,1.015873016
RP3,cCwt,0X,f,eCwtf,3,0.984126984
RP3,cCwt,0X,f,eCwtf,4,0.952380952
RP3,cCwt,0X,f,eCwtf,5,0.984126984
RP3,cCwt,0X,f,eCwtf,6,1.015873016
RP3,cCwt,0X,f,eCwtf,7,0.952380952
RP3,cCwt,0X,f,eCwtf,8,1.015873016
RP3,cCwt,0X,f,eCwtf,9,0.952380952
RP3,cCwt,0X,f,eCwtf,10,0.952380952
RP3,cCwt,0X,f,eCwtf,11,0.984126984
RP3,cCwt,0X,f,eCwtf,12,0.952380952
RP3,cCwt,0X,f,eCwtf,13,1.015873016
RP3,cCwt,0X,f,eCwtf,14,0.952380952
RP3,cCwt,0X,f,eCwtf,15,1.031746032
RP3,cCwt,0X,f,eCwtf,16,1
RP3,cCwt,0X,f,eCwtf,17,1.015873016
RP3,cCwt,0X,f,eCwtf,18,1.015873016
RP3,cCwt,0X,f,eCwtf,19,1
RP3,cCwt,0X,f,eCwtf,20,1
RP3,cCwt,0X,f,eCwtf,21,1
RP3,cCwt,0X,f,eCwtf,22,1.015873016
RP3,cCwt,0X,f,eCwtf,23,0.952380952
RP3,cCwt,0X,f,eCwtf,24,0.952380952
RP3,cCwt,0X,f,eCwtf,25,1
RP3,cCwt,0X,f,eCwtf,26,0.952380952
RP3,cCwt,0X,f,eCwtf,27,0.984126984
RP3,cCwt,0X,f,eCwtf,28,0.952380952
RP3,cCwt,0X,f,eCwtf,29,1.031746032
RP3,cCwt,0X,f,eCwtf,30,1
RP3,cCwt,0X,f,eCwtf,31,0.968253968
RP3,cCwt,0X,f,eCwtf,32,0.984126984
RP3,cCwt,0X,f,eCwtf,33,1
RP3,cCwt,0X,f,eCwtf,34,1.015873016
RP3,cCwt,0X,f,eCwtf,35,1.015873016
RP3,cCwt,0X,m,hCwtm,1,0.857142857
RP3,cCwt,0X,m,hCwtm,2,0.841269841
RP3,cCwt,0X,m,hCwtm,3,0.841269841
RP3,cCwt,0X,m,hCwtm,4,0.825396825
RP3,cCwt,0X,m,hCwtm,5,0.841269841
RP3,cCwt,0X,m,hCwtm,6,0.857142857
RP3,cCwt,0X,m,hCwtm,7,0.825396825
RP3,cCwt,0X,m,hCwtm,8,0.841269841
RP3,cCwt,0X,m,hCwtm,9,0.857142857
RP3,cCwt,0X,m,hCwtm,10,0.841269841
RP3,cCwt,0X,m,hCwtm,11,0.80952381
RP3,cCwt,0X,m,hCwtm,12,0.873015873
RP3,cCwt,0X,m,hCwtm,13,0.873015873
RP3,cCwt,0X,m,hCwtm,14,0.857142857
RP3,cCwt,0X,m,hCwtm,15,0.841269841
RP3,cCwt,0X,m,hCwtm,16,0.841269841
RP3,cCwt,0X,m,hCwtm,17,0.841269841
RP3,cCwt,0X,m,hCwtm,18,0.857142857
RP3,cCwt,0X,m,hCwtm,19,0.841269841
RP3,cCwt,0X,m,hCwtm,20,0.841269841
RP3,cCwt,0X,m,hCwtm,21,0.857142857
RP3,cCwt,0X,m,hCwtm,22,0.857142857
RP3,cCwt,0X,m,hCwtm,23,0.857142857
RP3,cCwt,0X,m,hCwtm,24,0.857142857
RP3,cCwt,0X,m,hCwtm,25,0.873015873
RP3,cCwt,0X,m,hCwtm,26,0.857142857
RP3,cCwt,0X,m,hCwtm,27,0.841269841
RP3,cCwt,0X,m,hCwtm,28,0.825396825
RP3,cCwt,0X,m,hCwtm,29,0.841269841
RP3,cCwt,0X,m,hCwtm,30,0.841269841
RP3,cCwt,0X,m,hCwtm,31,0.841269841
RP3,cCwt,0X,m,hCwtm,32,0.841269841
RP3,cCwt,0X,m,hCwtm,33,0.841269841
RP4,aFLX,2X,f,aFLX2X,1,1.031746032
RP4,aFLX,2X,f,aFLX2X,2,1.031746032
RP4,aFLX,2X,f,aFLX2X,3,0.968253968
RP4,aFLX,2X,f,aFLX2X,4,1.015873016
RP4,aFLX,2X,f,aFLX2X,5,1.031746032
RP4,aFLX,2X,f,aFLX2X,6,1.031746032
RP4,aFLX,2X,f,aFLX2X,7,1.031746032
RP4,aFLX,2X,f,aFLX2X,8,1.031746032
RP4,aFLX,2X,f,aFLX2X,9,1.031746032
RP4,aFLX,2X,f,aFLX2X,10,1.031746032
RP4,aFLX,2X,f,aFLX2X,11,1.031746032
RP4,aFLX,2X,f,aFLX2X,12,1.031746032
RP4,aFLX,2X,f,aFLX2X,13,0.952380952
RP4,aFLX,2X,f,aFLX2X,14,1.031746032
RP4,aFLX,2X,f,aFLX2X,15,1.031746032
RP4,aFLX,2X,f,aFLX2X,16,1
RP4,aFLX,2X,f,aFLX2X,17,1.031746032
RP4,aFLX,2X,f,aFLX2X,18,1.031746032
RP4,aFLX,2X,f,aFLX2X,19,1
RP4,aFLX,2X,f,aFLX2X,20,0.952380952
RP4,aFLX,2X,f,aFLX2X,21,1.031746032
RP4,aFLX,2X,f,aFLX2X,22,1.031746032
RP4,aFLX,2X,f,aFLX2X,23,0.984126984
RP4,aFLX,2X,f,aFLX2X,24,1.031746032
RP4,aFLX,2X,f,aFLX2X,25,1
RP4,aFLX,2X,f,aFLX2X,26,1.031746032
RP4,aFLX,2X,f,aFLX2X,27,1.015873016
RP4,aFLX,2X,f,aFLX2X,28,1.031746032
RP4,aFLX,2X,f,aFLX2X,29,1.031746032
RP4,aFLX,2X,f,aFLX2X,30,1.031746032
RP4,aFLX,2X,f,aFLX2X,31,1.015873016
RP4,aFLX,2X,f,aFLX2X,32,1.031746032
RP4,aFLX,1X,f,bFLX1X,1,1.031746032
RP4,aFLX,1X,f,bFLX1X,2,1.015873016
RP4,aFLX,1X,f,bFLX1X,3,1.031746032
RP4,aFLX,1X,f,bFLX1X,4,1.031746032
RP4,aFLX,1X,f,bFLX1X,5,1.031746032
RP4,aFLX,1X,f,bFLX1X,6,1.031746032
RP4,aFLX,1X,f,bFLX1X,7,1.031746032
RP4,aFLX,1X,f,bFLX1X,8,1.031746032
RP4,aFLX,1X,f,bFLX1X,9,1.031746032
RP4,aFLX,1X,f,bFLX1X,10,1.031746032
RP4,aFLX,1X,f,bFLX1X,11,1.031746032
RP4,aFLX,1X,f,bFLX1X,12,1.031746032
RP4,aFLX,1X,f,bFLX1X,13,1.031746032
RP4,aFLX,1X,f,bFLX1X,14,1.031746032
RP4,aFLX,1X,f,bFLX1X,15,1.031746032
RP4,aFLX,1X,f,bFLX1X,16,1.031746032
RP4,aFLX,1X,f,bFLX1X,17,1.031746032
RP4,aFLX,1X,f,bFLX1X,18,1.031746032
RP4,aFLX,1X,f,bFLX1X,19,1.031746032
RP4,aFLX,1X,f,bFLX1X,20,1.031746032
RP4,aFLX,1X,f,bFLX1X,21,1.031746032
RP4,aFLX,1X,f,bFLX1X,22,1.031746032
RP4,aFLX,1X,f,bFLX1X,23,1.031746032
RP4,aFLX,1X,f,bFLX1X,24,1.031746032
RP4,aFLX,1X,f,bFLX1X,25,1.031746032
RP4,aFLX,1X,f,bFLX1X,26,1.031746032
RP4,aFLX,1X,f,bFLX1X,27,1.031746032
RP4,aFLX,1X,f,bFLX1X,28,1.031746032
RP4,aFLX,1X,f,bFLX1X,29,1.031746032
RP4,aFLX,1X,m,fFLXm,1,0.873015873
RP4,aFLX,1X,m,fFLXm,2,0.873015873
RP4,aFLX,1X,m,fFLXm,3,0.873015873
RP4,aFLX,1X,m,fFLXm,4,0.873015873
RP4,aFLX,1X,m,fFLXm,5,0.873015873
RP4,aFLX,1X,m,fFLXm,6,0.873015873
RP4,aFLX,1X,m,fFLXm,7,0.873015873
RP4,aFLX,1X,m,fFLXm,8,0.873015873
RP4,aFLX,1X,m,fFLXm,9,0.873015873
RP4,aFLX,1X,m,fFLXm,10,0.873015873
RP4,aFLX,1X,m,fFLXm,11,0.873015873
RP4,aFLX,1X,m,fFLXm,12,0.873015873
RP4,aFLX,1X,m,fFLXm,13,0.873015873
RP4,aFLX,1X,m,fFLXm,14,0.873015873
RP4,aFLX,1X,m,fFLXm,15,0.873015873
RP4,aFLX,1X,m,fFLXm,16,0.873015873
RP4,aFLX,1X,m,fFLXm,17,0.873015873
RP4,aFLX,1X,m,fFLXm,18,0.873015873
RP4,aFLX,1X,m,fFLXm,19,0.873015873
RP4,aFLX,1X,m,fFLXm,20,0.873015873
RP4,aFLX,1X,m,fFLXm,21,0.873015873
RP4,aFLX,1X,m,fFLXm,22,0.873015873
RP4,aFLX,1X,m,fFLXm,23,0.873015873
RP4,aFLX,1X,m,fFLXm,24,0.873015873
RP4,aFLX,1X,m,fFLXm,25,0.873015873
RP4,aFLX,1X,m,fFLXm,26,0.841269841
RP4,aFLX,1X,m,fFLXm,27,0.873015873
RP4,aFLX,1X,m,fFLXm,28,0.873015873
RP4,aFLX,1X,m,fFLXm,29,0.873015873
RP4,aFLX,1X,m,fFLXm,30,0.873015873
RP4,aFLX,1X,m,fFLXm,31,0.873015873
RP4,aFLX,1X,m,fFLXm,32,0.873015873
RP4,aFLX,1X,m,fFLXm,33,0.873015873
RP4,aFLX,1X,m,fFLXm,34,0.873015873
RP4,aFLX,1X,m,fFLXm,35,0.873015873
RP4,aFLX,1X,m,fFLXm,36,0.873015873
RP4,aFLX,1X,m,fFLXm,37,0.873015873
RP4,aFLX,1X,m,fFLXm,38,0.873015873
RP4,aFLX,1X,m,fFLXm,39,0.873015873
RP4,aFLX,1X,m,fFLXm,40,0.873015873
RP4,bCFM,2X,f,cCFM2X,1,1.031746032
RP4,bCFM,2X,f,cCFM2X,2,0.952380952
RP4,bCFM,2X,f,cCFM2X,3,0.952380952
RP4,bCFM,2X,f,cCFM2X,4,0.984126984
RP4,bCFM,2X,f,cCFM2X,5,0.984126984
RP4,bCFM,2X,f,cCFM2X,6,0.952380952
RP4,bCFM,2X,f,cCFM2X,7,1.015873016
RP4,bCFM,2X,f,cCFM2X,8,1.015873016
RP4,bCFM,2X,f,cCFM2X,9,1
RP4,bCFM,2X,f,cCFM2X,10,0.968253968
RP4,bCFM,2X,f,cCFM2X,11,1.031746032
RP4,bCFM,2X,f,cCFM2X,12,1
RP4,bCFM,2X,f,cCFM2X,13,1
RP4,bCFM,2X,f,cCFM2X,14,1.015873016
RP4,bCFM,2X,f,cCFM2X,15,1
RP4,bCFM,2X,f,cCFM2X,16,0.984126984
RP4,bCFM,2X,f,cCFM2X,17,0.952380952
RP4,bCFM,2X,f,cCFM2X,18,1
RP4,bCFM,2X,f,cCFM2X,19,0.984126984
RP4,bCFM,2X,f,cCFM2X,20,0.984126984
RP4,bCFM,2X,f,cCFM2X,21,0.968253968
RP4,bCFM,2X,f,cCFM2X,22,1
RP4,bCFM,2X,f,cCFM2X,23,0.952380952
RP4,bCFM,2X,f,cCFM2X,24,0.952380952
RP4,bCFM,2X,f,cCFM2X,25,0.952380952
RP4,bCFM,2X,f,cCFM2X,26,1.015873016
RP4,bCFM,2X,f,cCFM2X,27,1.015873016
RP4,bCFM,2X,f,cCFM2X,28,1
RP4,bCFM,2X,f,cCFM2X,29,1.031746032
RP4,bCFM,2X,f,cCFM2X,30,1.031746032
RP4,bCFM,2X,f,cCFM2X,31,0.952380952
RP4,bCFM,2X,f,cCFM2X,32,1
RP4,bCFM,1X,f,dCFM1X,1,1.031746032
RP4,bCFM,1X,f,dCFM1X,2,1.031746032
RP4,bCFM,1X,f,dCFM1X,3,1.031746032
RP4,bCFM,1X,f,dCFM1X,4,0.952380952
RP4,bCFM,1X,f,dCFM1X,5,0.952380952
RP4,bCFM,1X,f,dCFM1X,6,1
RP4,bCFM,1X,f,dCFM1X,7,0.952380952
RP4,bCFM,1X,f,dCFM1X,8,0.984126984
RP4,bCFM,1X,f,dCFM1X,9,0.984126984
RP4,bCFM,1X,f,dCFM1X,10,1.063492063
RP4,bCFM,1X,f,dCFM1X,11,1.015873016
RP4,bCFM,1X,f,dCFM1X,12,1
RP4,bCFM,1X,f,dCFM1X,13,0.968253968
RP4,bCFM,1X,f,dCFM1X,14,0.952380952
RP4,bCFM,1X,f,dCFM1X,15,1.031746032
RP4,bCFM,1X,f,dCFM1X,16,0.984126984
RP4,bCFM,1X,f,dCFM1X,17,0.984126984
RP4,bCFM,1X,f,dCFM1X,18,0.952380952
RP4,bCFM,1X,f,dCFM1X,19,1
RP4,bCFM,1X,f,dCFM1X,20,1.031746032
RP4,bCFM,1X,f,dCFM1X,21,0.984126984
RP4,bCFM,1X,f,dCFM1X,22,1.031746032
RP4,bCFM,1X,f,dCFM1X,23,1.031746032
RP4,bCFM,1X,f,dCFM1X,24,0.952380952
RP4,bCFM,1X,f,dCFM1X,25,1
RP4,bCFM,1X,f,dCFM1X,26,0.984126984
